CollectionID,LoanID,CollectionDate,CollectionMethod,CollectionResult
COL001678,LOAN001749,2024-04-12,Phone,Success
COL001679,LOAN007348,2020-11-17,Phone,Success
COL001680,LOAN000537,2021-12-26,Phone,Failure
COL001681,LOAN009870,2023-02-01,SMS,Failure
COL001682,LOAN004295,2022-12-17,Phone,Failure
COL001683,LOAN003405,2024-05-03,SMS,Success
COL001684,LOAN006334,2021-06-10,SMS,Failure
COL001685,LOAN005767,2024-01-29,In-person,Success
COL001686,LOAN002570,2023-10-09,SMS,Failure
COL001687,LOAN001141,2021-12-26,SMS,Failure
COL001688,LOAN003931,2024-07-29,Phone,Success
COL001689,LOAN004216,2022-12-19,In-person,Failure
COL001690,LOAN000047,2023-12-12,Phone,Failure
COL001691,LOAN006968,2023-11-20,SMS,Failure
COL001692,LOAN001319,2019-10-08,SMS,Success
COL001693,LOAN006277,2023-12-06,Phone,Failure
COL001694,LOAN006406,2021-04-02,In-person,Success
COL001695,LOAN005587,2021-03-06,Phone,Success
COL001696,LOAN004821,2021-12-19,SMS,Success
COL001697,LOAN006259,2021-01-20,Phone,Success
COL001698,LOAN009751,2020-03-12,Phone,Failure
COL001699,LOAN003101,2021-05-15,In-person,Failure
COL001700,LOAN009474,2027-07-06,SMS,Failure
COL001701,LOAN007935,2024-04-24,In-person,Success
COL001702,LOAN003894,2025-07-01,SMS,Success
COL001703,LOAN000005,2020-12-15,In-person,Success
COL001704,LOAN007103,2019-05-06,Phone,Success
COL001705,LOAN007319,2022-02-02,Phone,Success
COL001706,LOAN002240,2022-02-04,SMS,Success
COL001707,LOAN008799,2022-07-21,Phone,Failure
COL001708,LOAN001849,2024-05-08,Phone,Failure
COL001709,LOAN003751,2019-10-30,Phone,Success
COL001710,LOAN004187,2020-10-24,Phone,Failure
COL001711,LOAN009101,2022-12-12,Phone,Success
COL001712,LOAN000628,2021-01-31,SMS,Failure
COL001713,LOAN009850,2020-03-05,In-person,Success
COL001714,LOAN009778,2021-05-15,Phone,Failure
COL001715,LOAN009439,2021-11-15,SMS,Success
COL001716,LOAN008245,2021-09-03,Phone,Failure
COL001717,LOAN003272,2023-05-24,Phone,Success
COL001718,LOAN003822,2023-11-22,Phone,Success
COL001719,LOAN000078,2021-01-13,SMS,Failure
COL001720,LOAN000600,2021-04-12,In-person,Failure
COL001721,LOAN006089,2020-11-27,SMS,Failure
COL001722,LOAN007604,2024-07-25,SMS,Failure
COL001723,LOAN008210,2023-01-24,Phone,Success
COL001724,LOAN007981,2023-07-23,SMS,Success
COL001725,LOAN002654,2024-08-12,Phone,Success
COL001726,LOAN002761,2024-02-11,In-person,Success
COL001727,LOAN007779,2023-08-18,Phone,Success
COL001728,LOAN009774,2019-11-02,Phone,Success
COL001729,LOAN002593,2024-08-08,Phone,Failure
COL001730,LOAN000346,2020-12-12,SMS,Success
COL001731,LOAN000467,2023-02-02,SMS,Success
COL001732,LOAN009012,2025-02-12,Phone,Failure
COL001733,LOAN000171,2022-08-27,SMS,Failure
COL001734,LOAN008573,2026-02-27,SMS,Success
COL001735,LOAN002679,2023-11-04,SMS,Success
COL001736,LOAN005816,2021-06-14,Phone,Success
COL001737,LOAN000569,2020-09-10,In-person,Success
COL001738,LOAN007990,2025-08-16,Phone,Failure
COL001739,LOAN007563,2023-02-01,SMS,Failure
COL001740,LOAN006787,2022-04-30,SMS,Success
COL001741,LOAN004196,2022-10-30,Phone,Success
COL001742,LOAN000904,2024-02-16,SMS,Failure
COL001743,LOAN000766,2022-05-03,Phone,Success
COL001744,LOAN000825,2022-08-17,SMS,Success
COL001745,LOAN006722,2024-02-10,Phone,Success
COL001746,LOAN005953,2021-02-23,Phone,Success
COL001747,LOAN007130,2027-01-27,SMS,Failure
COL001748,LOAN004652,2022-03-08,In-person,Success
COL001749,LOAN009324,2021-04-01,Phone,Success
COL001750,LOAN009111,2019-12-08,SMS,Success
COL001751,LOAN004778,2025-01-10,SMS,Failure
COL001752,LOAN008437,2021-12-18,SMS,Success
COL001753,LOAN000107,2026-09-25,In-person,Failure
COL001754,LOAN008871,2021-07-30,SMS,Success
COL001755,LOAN002771,2021-05-10,SMS,Success
COL001756,LOAN006985,2022-01-13,Phone,Failure
COL001757,LOAN005309,2022-07-28,Phone,Failure
COL001758,LOAN002507,2021-04-25,SMS,Success
COL001759,LOAN002522,2023-05-13,In-person,Success
COL001760,LOAN006961,2020-09-21,Phone,Failure
COL001761,LOAN002039,2026-01-05,Phone,Success
COL001762,LOAN000929,2019-03-05,Phone,Failure
COL001763,LOAN002179,2020-02-28,Phone,Failure
COL001764,LOAN008361,2022-10-31,SMS,Success
COL001765,LOAN005905,2020-12-17,Phone,Failure
COL001766,LOAN008323,2022-03-07,SMS,Success
COL001767,LOAN000789,2027-04-26,In-person,Failure
COL001768,LOAN006156,2020-01-11,Phone,Failure
COL001769,LOAN001819,2020-12-29,SMS,Success
COL001770,LOAN001639,2022-03-03,SMS,Success
COL001771,LOAN006436,2024-01-04,SMS,Failure
COL001772,LOAN006375,2020-02-03,Phone,Success
COL001773,LOAN002231,2022-11-26,SMS,Failure
COL001774,LOAN004362,2021-01-27,SMS,Failure
COL001775,LOAN000914,2022-06-03,Phone,Failure
COL001776,LOAN006816,2023-10-24,Phone,Failure
COL001777,LOAN007798,2022-10-11,SMS,Success
COL001778,LOAN004414,2021-01-27,Phone,Failure
COL001779,LOAN009882,2019-09-02,Phone,Success
COL001780,LOAN000742,2024-09-17,In-person,Success
COL001781,LOAN004876,2024-03-27,SMS,Success
COL001782,LOAN000022,2020-09-28,SMS,Success
COL001783,LOAN000954,2025-08-31,Phone,Success
COL001784,LOAN005878,2020-11-30,SMS,Failure
COL001785,LOAN000676,2020-01-02,Phone,Failure
COL001786,LOAN002947,2020-05-23,Phone,Success
COL001787,LOAN006763,2024-11-27,Phone,Failure
COL001788,LOAN005320,2022-05-20,In-person,Success
COL001789,LOAN009920,2022-05-11,In-person,Success
COL001790,LOAN009957,2022-06-04,Phone,Success
COL001791,LOAN002955,2024-06-22,Phone,Failure
COL001792,LOAN001400,2021-10-01,SMS,Failure
COL001793,LOAN003151,2023-11-28,SMS,Success
COL001794,LOAN003885,2024-04-17,Phone,Success
COL001795,LOAN001917,2023-12-01,In-person,Success
COL001796,LOAN001616,2023-11-19,Phone,Success
COL001797,LOAN009058,2025-03-03,Phone,Failure
COL001798,LOAN009624,2021-02-12,Phone,Success
COL001799,LOAN003680,2023-02-12,Phone,Failure
COL001800,LOAN008491,2020-12-01,Phone,Failure
COL001801,LOAN002782,2024-12-04,In-person,Success
COL001802,LOAN004416,2026-08-25,In-person,Success
COL001803,LOAN000745,2024-01-31,Phone,Failure
COL001804,LOAN008642,2023-06-10,Phone,Failure
COL001805,LOAN006106,2019-07-02,Phone,Success
COL001806,LOAN005478,2022-12-29,In-person,Success
COL001807,LOAN008393,2019-09-14,Phone,Success
COL001808,LOAN009249,2025-06-20,In-person,Failure
COL001809,LOAN003915,2020-12-12,SMS,Success
COL001810,LOAN008175,2020-03-04,Phone,Failure
COL001811,LOAN003101,2021-04-15,In-person,Success
COL001812,LOAN008113,2023-12-18,Phone,Failure
COL001813,LOAN000409,2021-09-10,SMS,Failure
COL001814,LOAN003457,2021-04-23,Phone,Success
COL001815,LOAN002406,2020-08-27,SMS,Failure
COL001816,LOAN009769,2022-03-28,SMS,Success
COL001817,LOAN004075,2021-09-12,SMS,Failure
COL001818,LOAN004395,2023-10-22,SMS,Success
COL001819,LOAN008347,2024-05-31,In-person,Success
COL001820,LOAN002217,2020-05-19,SMS,Success
COL001821,LOAN004436,2024-09-22,Phone,Failure
COL001822,LOAN005989,2019-10-28,SMS,Success
COL001823,LOAN003538,2021-11-22,In-person,Failure
COL001824,LOAN002933,2026-10-25,Phone,Failure
COL001825,LOAN003192,2024-09-09,In-person,Failure
COL001826,LOAN000496,2019-11-07,Phone,Failure
COL001827,LOAN009307,2019-03-03,Phone,Failure
COL001828,LOAN001874,2024-08-25,SMS,Success
COL001829,LOAN004539,2026-03-14,In-person,Success
COL001830,LOAN000279,2023-03-02,Phone,Failure
COL001831,LOAN007087,2024-09-17,In-person,Success
COL001832,LOAN002666,2022-05-24,SMS,Failure
COL001833,LOAN008426,2021-06-12,Phone,Success
COL001834,LOAN002981,2022-07-06,SMS,Failure
COL001835,LOAN007318,2022-09-22,Phone,Success
COL001836,LOAN008101,2020-09-03,Phone,Success
COL001837,LOAN007707,2023-02-04,Phone,Failure
COL001838,LOAN002504,2025-03-26,In-person,Success
COL001839,LOAN003599,2020-12-08,SMS,Success
COL001840,LOAN008615,2021-10-16,SMS,Failure
COL001841,LOAN006456,2022-01-16,Phone,Failure
COL001842,LOAN007185,2022-12-15,SMS,Success
COL001843,LOAN004243,2020-05-15,Phone,Success
COL001844,LOAN008049,2024-10-14,Phone,Success
COL001845,LOAN004592,2023-02-03,Phone,Success
COL001846,LOAN006018,2024-09-05,Phone,Success
COL001847,LOAN008452,2021-03-20,Phone,Failure
COL001848,LOAN005293,2020-12-05,In-person,Success
COL001849,LOAN006590,2019-07-03,Phone,Success
COL001850,LOAN000532,2025-02-20,In-person,Success
COL001851,LOAN008542,2020-06-12,Phone,Success
COL001852,LOAN006118,2019-11-12,Phone,Failure
COL001853,LOAN008556,2024-03-31,Phone,Failure
COL001854,LOAN008611,2023-12-31,Phone,Success
COL001855,LOAN004903,2022-12-19,Phone,Success
COL001856,LOAN004572,2022-12-16,Phone,Failure
COL001857,LOAN005026,2027-04-06,In-person,Success
COL001858,LOAN000491,2022-08-16,Phone,Success
COL001859,LOAN007513,2023-12-28,SMS,Failure
COL001860,LOAN002772,2024-01-03,Phone,Success
COL001861,LOAN009997,2019-08-07,Phone,Failure
COL001862,LOAN003642,2020-03-23,SMS,Failure
COL001863,LOAN003152,2022-05-02,SMS,Failure
COL001864,LOAN000176,2024-03-05,In-person,Failure
COL001865,LOAN008616,2022-08-16,Phone,Success
COL001866,LOAN006821,2019-12-29,Phone,Failure
COL001867,LOAN007248,2021-09-15,SMS,Success
COL001868,LOAN005286,2024-03-05,SMS,Success
COL001869,LOAN000704,2021-05-10,Phone,Failure
COL001870,LOAN009213,2024-07-31,In-person,Failure
COL001871,LOAN002662,2024-06-30,Phone,Success
COL001872,LOAN000095,2024-07-04,Phone,Failure
COL001873,LOAN001927,2025-03-25,Phone,Success
COL001874,LOAN005034,2022-11-02,SMS,Failure
COL001875,LOAN000239,2020-12-09,In-person,Failure
COL001876,LOAN001591,2022-04-14,Phone,Failure
COL001877,LOAN009915,2019-03-15,SMS,Success
COL001878,LOAN007346,2023-09-09,SMS,Success
COL001879,LOAN005771,2023-10-24,SMS,Success
COL001880,LOAN003882,2020-07-21,Phone,Failure
COL001881,LOAN002357,2021-09-05,Phone,Success
COL001882,LOAN005547,2024-08-14,Phone,Success
COL001883,LOAN004030,2020-04-30,In-person,Success
COL001884,LOAN008157,2022-07-20,Phone,Failure
COL001885,LOAN000621,2021-08-02,Phone,Failure
COL001886,LOAN000557,2024-08-12,Phone,Success
COL001887,LOAN005085,2023-03-02,In-person,Failure
COL001888,LOAN001228,2021-05-15,Phone,Failure
COL001889,LOAN004131,2021-10-08,In-person,Failure
COL001890,LOAN000332,2023-05-21,SMS,Failure
COL001891,LOAN005673,2023-06-16,Phone,Success
COL001892,LOAN004818,2021-12-17,Phone,Success
COL001893,LOAN009390,2020-03-19,Phone,Failure
COL001894,LOAN008460,2020-12-26,Phone,Failure
COL001895,LOAN004491,2023-03-25,Phone,Failure
COL001896,LOAN002104,2022-07-03,Phone,Failure
COL001897,LOAN003123,2023-10-04,Phone,Failure
COL001898,LOAN000821,2023-06-19,SMS,Failure
COL001899,LOAN004970,2019-06-19,SMS,Failure
COL001900,LOAN006537,2024-10-13,SMS,Success
COL001901,LOAN005490,2026-07-04,Phone,Failure
COL001902,LOAN007504,2020-11-14,Phone,Success
COL001903,LOAN007248,2021-06-17,SMS,Success
COL001904,LOAN003721,2022-08-03,SMS,Success
COL001905,LOAN006469,2026-09-20,Phone,Failure
COL001906,LOAN008725,2022-05-11,Phone,Failure
COL001907,LOAN007627,2020-02-04,In-person,Failure
COL001908,LOAN008828,2020-09-21,In-person,Success
COL001909,LOAN000311,2020-07-26,SMS,Success
COL001910,LOAN005226,2024-01-24,SMS,Failure
COL001911,LOAN005573,2023-05-11,Phone,Success
COL001912,LOAN005529,2025-01-01,Phone,Failure
COL001913,LOAN004355,2024-05-18,Phone,Success
COL001914,LOAN006707,2023-07-24,SMS,Failure
COL001915,LOAN006080,2025-06-22,Phone,Failure
COL001916,LOAN007523,2023-09-02,In-person,Failure
COL001917,LOAN003626,2020-11-09,Phone,Success
COL001918,LOAN004098,2023-06-11,Phone,Success
COL001919,LOAN006930,2024-11-16,Phone,Success
COL001920,LOAN006176,2022-02-24,Phone,Success
COL001921,LOAN008177,2023-10-23,Phone,Success
COL001922,LOAN000102,2025-04-05,Phone,Failure
COL001923,LOAN008970,2023-03-26,SMS,Success
COL001924,LOAN001316,2022-06-24,SMS,Failure
COL001925,LOAN003029,2022-09-18,In-person,Failure
COL001926,LOAN002043,2024-06-27,Phone,Success
COL001927,LOAN004441,2024-11-11,Phone,Failure
COL001928,LOAN007141,2021-02-05,In-person,Success
COL001929,LOAN008288,2019-09-20,In-person,Failure
COL001930,LOAN006293,2022-10-14,Phone,Success
COL001931,LOAN003558,2021-08-30,In-person,Success
COL001932,LOAN001508,2022-01-08,Phone,Success
COL001933,LOAN002424,2022-08-09,SMS,Failure
COL001934,LOAN003147,2025-04-26,In-person,Success
COL001935,LOAN008936,2021-06-02,Phone,Failure
COL001936,LOAN005493,2022-01-15,SMS,Failure
COL001937,LOAN008652,2020-10-30,In-person,Success
COL001938,LOAN009300,2023-07-04,SMS,Success
COL001939,LOAN007959,2024-11-27,SMS,Failure
COL001940,LOAN004651,2025-05-03,SMS,Success
COL001941,LOAN008732,2024-02-21,In-person,Success
COL001942,LOAN002681,2021-10-14,Phone,Failure
COL001943,LOAN009816,2020-11-30,Phone,Success
COL001944,LOAN009741,2022-01-21,In-person,Failure
COL001945,LOAN002436,2024-06-08,In-person,Failure
COL001946,LOAN008747,2024-04-06,Phone,Success
COL001947,LOAN003547,2025-07-12,Phone,Failure
COL001948,LOAN004312,2025-03-28,Phone,Success
COL001949,LOAN005673,2021-04-27,In-person,Failure
COL001950,LOAN008861,2022-11-28,Phone,Success
COL001951,LOAN008756,2024-01-06,In-person,Failure
COL001952,LOAN002759,2019-06-20,In-person,Failure
COL001953,LOAN006317,2024-04-22,SMS,Failure
COL001954,LOAN009640,2019-11-23,Phone,Failure
COL001955,LOAN009867,2023-09-14,In-person,Success
COL001956,LOAN009192,2025-04-01,SMS,Success
COL001957,LOAN006135,2023-06-13,Phone,Success
COL001958,LOAN003638,2024-05-10,Phone,Failure
COL001959,LOAN005673,2022-10-19,Phone,Success
COL001960,LOAN005015,2021-02-24,Phone,Success
COL001961,LOAN000796,2019-11-03,SMS,Failure
COL001962,LOAN001704,2020-09-28,SMS,Success
COL001963,LOAN005404,2023-12-30,Phone,Success
COL001964,LOAN005204,2023-08-24,Phone,Success
COL001965,LOAN001261,2023-12-09,Phone,Failure
COL001966,LOAN004548,2020-06-02,SMS,Failure
COL001967,LOAN000946,2022-10-11,In-person,Success
COL001968,LOAN002953,2022-11-21,SMS,Success
COL001969,LOAN009952,2025-06-20,In-person,Success
COL001970,LOAN003969,2021-02-04,Phone,Success
COL001971,LOAN001634,2023-04-20,In-person,Success
COL001972,LOAN004669,2020-02-02,Phone,Failure
COL001973,LOAN006846,2023-08-21,In-person,Success
COL001974,LOAN000230,2019-08-29,SMS,Success
COL001975,LOAN002534,2025-07-27,SMS,Success
COL001976,LOAN006988,2021-01-20,Phone,Success
COL001977,LOAN000895,2023-11-23,In-person,Failure
COL001978,LOAN000572,2023-03-17,SMS,Failure
COL001979,LOAN003979,2026-10-06,Phone,Failure
COL001980,LOAN007836,2023-11-20,SMS,Success
COL001981,LOAN000595,2024-05-22,SMS,Success
COL001982,LOAN001262,2019-12-27,SMS,Success
COL001983,LOAN005691,2019-09-22,Phone,Success
COL001984,LOAN008144,2020-02-09,SMS,Success
COL001985,LOAN001208,2022-08-06,In-person,Failure
COL001986,LOAN007861,2024-09-24,Phone,Failure
COL001987,LOAN003611,2020-07-14,Phone,Success
COL001988,LOAN007458,2024-12-20,SMS,Failure
COL001989,LOAN003542,2021-09-16,Phone,Failure
COL001990,LOAN003308,2019-12-13,SMS,Success
COL001991,LOAN006378,2020-12-13,Phone,Success
COL001992,LOAN007761,2023-01-10,Phone,Success
COL001993,LOAN001474,2019-08-11,Phone,Failure
COL001994,LOAN000147,2028-08-08,Phone,Failure
COL001995,LOAN003935,2022-03-05,In-person,Failure
COL001996,LOAN006939,2021-06-15,Phone,Success
COL001997,LOAN009937,2023-04-07,SMS,Success
COL001998,LOAN008688,2025-02-09,Phone,Success
COL001999,LOAN004424,2021-02-10,SMS,Success
COL002000,LOAN005023,2020-07-26,SMS,Failure
COL002001,LOAN006520,2020-08-25,SMS,Success
COL002002,LOAN005356,2021-01-03,Phone,Failure
COL002003,LOAN004135,2020-10-05,Phone,Success
COL002004,LOAN002068,2023-01-17,Phone,Success
COL002005,LOAN000212,2023-05-25,In-person,Success
COL002006,LOAN006740,2023-05-14,Phone,Success
COL002007,LOAN000461,2025-12-20,Phone,Success
COL002008,LOAN003934,2020-10-07,In-person,Success
COL002009,LOAN006183,2019-11-13,Phone,Success
COL002010,LOAN003758,2022-05-11,SMS,Success
COL002011,LOAN003176,2019-07-21,SMS,Failure
COL002012,LOAN000728,2024-05-02,Phone,Failure
COL002013,LOAN001210,2024-06-03,Phone,Success
COL002014,LOAN006286,2025-10-17,In-person,Success
COL002015,LOAN005700,2021-01-21,Phone,Failure
COL002016,LOAN005383,2022-11-26,Phone,Success
COL002017,LOAN006393,2022-07-09,In-person,Success
COL002018,LOAN005723,2023-02-10,Phone,Failure
COL002019,LOAN006415,2027-05-18,Phone,Success
COL002020,LOAN008110,2019-07-08,SMS,Failure
COL002021,LOAN004508,2021-05-10,Phone,Success
COL002022,LOAN009374,2021-02-22,Phone,Success
COL002023,LOAN006229,2022-01-28,SMS,Success
COL002024,LOAN009448,2020-09-06,Phone,Failure
COL002025,LOAN001100,2021-07-16,Phone,Failure
COL002026,LOAN003720,2023-11-08,In-person,Failure
COL002027,LOAN001652,2021-03-06,Phone,Failure
COL002028,LOAN007924,2021-07-05,Phone,Failure
COL002029,LOAN003812,2020-07-08,Phone,Failure
COL002030,LOAN006441,2022-02-04,SMS,Failure
COL002031,LOAN006878,2023-07-09,Phone,Failure
COL002032,LOAN009366,2024-12-18,Phone,Failure
COL002033,LOAN004888,2020-10-17,In-person,Success
COL002034,LOAN008785,2025-09-09,SMS,Success
COL002035,LOAN003863,2022-09-01,Phone,Failure
COL002036,LOAN009261,2025-12-21,Phone,Success
COL002037,LOAN003800,2025-06-24,In-person,Success
COL002038,LOAN005050,2024-03-25,In-person,Success
COL002039,LOAN005861,2022-11-06,In-person,Success
COL002040,LOAN003691,2022-01-09,Phone,Failure
COL002041,LOAN007330,2022-01-05,Phone,Success
COL002042,LOAN000772,2022-02-25,In-person,Failure
COL002043,LOAN009488,2021-03-19,Phone,Success
COL002044,LOAN002162,2025-02-12,In-person,Success
COL002045,LOAN009909,2021-06-24,Phone,Success
COL002046,LOAN007305,2021-09-25,Phone,Success
COL002047,LOAN003492,2026-04-07,SMS,Failure
COL002048,LOAN007563,2022-11-03,SMS,Success
COL002049,LOAN005227,2025-08-04,Phone,Success
COL002050,LOAN000023,2019-07-08,SMS,Failure
COL002051,LOAN002084,2025-08-25,Phone,Failure
COL002052,LOAN008938,2021-05-06,In-person,Success
COL002053,LOAN003638,2025-06-04,Phone,Failure
COL002054,LOAN006526,2024-11-26,In-person,Success
COL002055,LOAN009805,2021-08-31,Phone,Failure
COL002056,LOAN001319,2019-12-07,Phone,Failure
COL002057,LOAN008172,2023-05-27,SMS,Failure
COL002058,LOAN006141,2019-02-02,In-person,Success
COL002059,LOAN001628,2019-08-15,Phone,Success
COL002060,LOAN006398,2020-04-22,Phone,Success
COL002061,LOAN007710,2021-04-16,SMS,Failure
COL002062,LOAN009493,2020-11-26,Phone,Success
COL002063,LOAN005641,2020-04-02,Phone,Success
COL002064,LOAN009257,2019-10-30,Phone,Failure
COL002065,LOAN004104,2021-12-09,In-person,Failure
COL002066,LOAN006834,2020-07-18,In-person,Success
COL002067,LOAN000816,2020-10-14,SMS,Success
COL002068,LOAN000253,2023-02-21,Phone,Success
COL002069,LOAN004081,2021-10-19,Phone,Success
COL002070,LOAN003887,2025-02-07,In-person,Success
COL002071,LOAN009422,2022-10-30,Phone,Failure
COL002072,LOAN003682,2022-07-15,Phone,Success
COL002073,LOAN006883,2025-06-27,Phone,Success
COL002074,LOAN005081,2023-05-10,Phone,Success
COL002075,LOAN009130,2020-04-06,Phone,Failure
COL002076,LOAN007324,2025-03-25,In-person,Failure
COL002077,LOAN006751,2023-02-02,SMS,Failure
COL002078,LOAN000049,2024-04-25,Phone,Failure
COL002079,LOAN007691,2023-09-05,Phone,Success
COL002080,LOAN006962,2019-04-17,Phone,Success
COL002081,LOAN004774,2021-06-02,SMS,Failure
COL002082,LOAN008007,2024-03-24,Phone,Failure
COL002083,LOAN008568,2024-03-10,Phone,Success
COL002084,LOAN006008,2024-02-23,SMS,Success
COL002085,LOAN005089,2024-08-08,Phone,Success
COL002086,LOAN005757,2024-06-12,In-person,Success
COL002087,LOAN001403,2020-09-05,In-person,Success
COL002088,LOAN009537,2022-10-15,Phone,Failure
COL002089,LOAN005616,2022-12-07,Phone,Success
COL002090,LOAN001552,2024-10-18,Phone,Success
COL002091,LOAN008029,2024-07-26,SMS,Failure
COL002092,LOAN009866,2021-04-25,Phone,Failure
COL002093,LOAN005248,2021-11-26,Phone,Success
COL002094,LOAN000885,2023-06-09,Phone,Failure
COL002095,LOAN001559,2021-04-29,In-person,Success
COL002096,LOAN004242,2020-11-29,In-person,Failure
COL002097,LOAN001677,2024-12-15,Phone,Success
COL002098,LOAN005600,2021-02-16,Phone,Success
COL002099,LOAN002354,2023-11-07,SMS,Success
COL002100,LOAN006223,2024-06-04,SMS,Success
COL002101,LOAN009140,2024-05-29,In-person,Failure
COL002102,LOAN009253,2025-01-02,Phone,Success
COL002103,LOAN007506,2023-12-11,Phone,Success
COL002104,LOAN006165,2019-07-31,In-person,Failure
COL002105,LOAN007772,2023-03-23,In-person,Success
COL002106,LOAN000995,2022-07-03,In-person,Failure
COL002107,LOAN002596,2023-11-10,In-person,Success
COL002108,LOAN008229,2023-08-21,SMS,Failure
COL002109,LOAN007916,2023-05-09,Phone,Failure
COL002110,LOAN004802,2020-04-03,Phone,Success
COL002111,LOAN008861,2022-09-29,SMS,Success
COL002112,LOAN003635,2019-07-09,Phone,Success
COL002113,LOAN002499,2022-07-17,In-person,Failure
COL002114,LOAN002552,2023-12-07,In-person,Success
COL002115,LOAN005446,2023-11-21,Phone,Failure
COL002116,LOAN008644,2022-09-14,SMS,Success
COL002117,LOAN007465,2021-04-18,SMS,Success
COL002118,LOAN006589,2020-01-19,SMS,Success
COL002119,LOAN000691,2026-06-03,SMS,Success
COL002120,LOAN002298,2019-09-12,Phone,Failure
COL002121,LOAN004519,2024-08-24,SMS,Success
COL002122,LOAN003622,2019-11-28,Phone,Failure
COL002123,LOAN008333,2024-09-14,In-person,Success
