LoanID,CustomerID,LoanType,LoanAmount,LoanTermMonths,InterestRate,DisbursementDate,ApprovalTimeDays
LOAN002917,CUST04994,Boda Boda Loan,214487,30,0.12,2019-09-23,10
LOAN002918,CUST00902,Seasonal Advance,351168,10,0.08,2021-05-10,10
LOAN002919,CUST01357,Avocado Loan,336738,29,0.11,2020-01-06,7
LOAN002920,CUST01364,Boda Boda Loan,246274,34,0.12,2024-01-25,9
LOAN002921,CUST00895,Salary Advance,13827,5,0.05,2023-03-26,1
LOAN002922,CUST04924,Avocado Loan,699594,18,0.11,2021-03-27,13
LOAN002923,CUST03487,Boda Boda Loan,634503,37,0.12,2024-12-31,13
LOAN002924,CUST03645,Maziwa Loan,173382,18,0.09,2021-05-13,13
LOAN002925,CUST01974,Green Energy Loan,343787,17,0.07,2024-04-14,13
LOAN002926,CUST01119,Additional Loan,105736,6,0.1,2020-06-12,14
LOAN002927,CUST01743,Emergency Loan,46830,5,0.09,2024-05-28,1
LOAN002928,CUST04337,Avocado Loan,960844,55,0.11,2021-07-19,7
LOAN002929,CUST03089,Salary Advance,86326,4,0.05,2019-04-08,3
LOAN002930,CUST02797,Boda Boda Loan,861800,49,0.12,2019-03-21,12
LOAN002931,CUST02463,Salary Advance,79919,12,0.05,2019-03-12,2
LOAN002932,CUST02269,Boda Boda Loan,201814,19,0.12,2021-02-23,13
LOAN002933,CUST04811,Jipange Loan,417521,24,0.08,2024-12-04,13
LOAN002934,CUST01544,Salary Advance,24951,5,0.05,2021-10-27,2
LOAN002935,CUST02240,Special Advance,28330,7,0.06,2019-09-18,1
LOAN002936,CUST00425,Salary Advance,70989,10,0.05,2019-03-31,1
LOAN002937,CUST02504,Avocado Loan,121734,27,0.11,2022-05-29,8
LOAN002938,CUST02859,Avocado Loan,91051,21,0.11,2024-10-04,3
LOAN002939,CUST03297,Green Energy Loan,277767,24,0.07,2024-05-19,14
LOAN002940,CUST03802,Seasonal Advance,425564,13,0.08,2024-12-04,9
LOAN002941,CUST01538,Green Energy Loan,364653,17,0.07,2024-09-11,7
LOAN002942,CUST03388,Jipange Loan,367702,24,0.08,2021-02-24,11
LOAN002943,CUST01201,Green Energy Loan,44459,15,0.07,2019-01-21,3
LOAN002944,CUST01295,Maziwa Loan,30080,19,0.09,2022-03-23,1
LOAN002945,CUST04989,Emergency Loan,44045,7,0.09,2019-10-29,2
LOAN002946,CUST00434,Special Advance,77880,7,0.06,2021-12-03,2
LOAN002947,CUST02796,Emergency Loan,29599,6,0.09,2020-02-23,1
LOAN002948,CUST01966,Emergency Loan,26445,12,0.09,2020-06-21,3
LOAN002949,CUST00669,Jipange Loan,365404,24,0.08,2024-02-04,8
LOAN002950,CUST01914,Additional Loan,252359,23,0.1,2022-11-05,7
LOAN002951,CUST04467,Avocado Loan,208755,35,0.11,2021-09-01,11
LOAN002952,CUST01119,Green Energy Loan,254013,10,0.07,2023-09-08,14
LOAN002953,CUST04961,Avocado Loan,362085,44,0.11,2020-08-03,13
LOAN002954,CUST04218,Green Energy Loan,439833,36,0.07,2021-12-09,11
LOAN002955,CUST04930,Emergency Loan,41766,12,0.09,2023-08-27,2
LOAN002956,CUST03116,Additional Loan,403073,22,0.1,2024-02-26,11
LOAN002957,CUST02308,Avocado Loan,709705,56,0.11,2019-08-20,13
LOAN002958,CUST02855,Maziwa Loan,460747,34,0.09,2020-09-25,7
LOAN002959,CUST04034,Normal Loan,308289,17,0.1,2021-12-30,8
LOAN002960,CUST04653,Avocado Loan,357033,28,0.11,2021-10-20,12
LOAN002961,CUST01288,Seasonal Advance,135990,24,0.08,2024-07-16,11
LOAN002962,CUST01842,Normal Loan,839906,38,0.1,2023-10-19,10
LOAN002963,CUST04644,Salary Advance,34039,11,0.05,2022-11-29,3
LOAN002964,CUST01862,Maziwa Loan,299930,30,0.09,2023-07-19,12
LOAN002965,CUST02985,Special Advance,54358,5,0.06,2024-10-18,3
LOAN002966,CUST00804,Boda Boda Loan,828599,26,0.12,2020-02-12,13
LOAN002967,CUST01860,Normal Loan,514432,15,0.1,2020-08-28,8
LOAN002968,CUST04199,Emergency Loan,48271,3,0.09,2024-09-23,1
LOAN002969,CUST02958,Green Energy Loan,142214,14,0.07,2021-09-05,9
LOAN002970,CUST04629,Special Advance,11484,3,0.06,2020-04-11,1
LOAN002971,CUST00501,Additional Loan,211541,17,0.1,2021-09-01,10
LOAN002972,CUST01229,Maziwa Loan,196750,8,0.09,2021-12-27,14
LOAN002973,CUST00097,Avocado Loan,548532,49,0.11,2023-09-30,9
LOAN002974,CUST04918,Salary Advance,66624,10,0.05,2021-10-12,2
LOAN002975,CUST03885,Additional Loan,147310,26,0.1,2020-11-15,9
LOAN002976,CUST03639,Boda Boda Loan,491116,26,0.12,2022-12-27,11
LOAN002977,CUST04658,Salary Advance,74791,7,0.05,2020-01-04,1
LOAN002978,CUST02544,Seasonal Advance,468790,7,0.08,2024-05-05,9
LOAN002979,CUST01388,Seasonal Advance,468917,8,0.08,2024-10-21,13
LOAN002980,CUST04008,Jipange Loan,426021,6,0.08,2019-01-22,13
LOAN002981,CUST02305,Maziwa Loan,274130,9,0.09,2022-02-06,10
LOAN002982,CUST04301,Avocado Loan,352776,19,0.11,2023-05-10,8
LOAN002983,CUST01366,Boda Boda Loan,399412,53,0.12,2020-06-14,11
LOAN002984,CUST02547,Green Energy Loan,472971,6,0.07,2021-08-16,14
LOAN002985,CUST00192,Boda Boda Loan,143399,59,0.12,2023-01-28,14
LOAN002986,CUST01827,Additional Loan,358831,23,0.1,2024-04-17,13
LOAN002987,CUST00225,Special Advance,23584,3,0.06,2021-11-19,1
LOAN002988,CUST00773,Jipange Loan,369816,26,0.08,2021-05-28,7
LOAN002989,CUST01246,Boda Boda Loan,663298,45,0.12,2022-10-31,11
LOAN002990,CUST03013,Seasonal Advance,390942,19,0.08,2021-01-27,7
LOAN002991,CUST02667,Green Energy Loan,117313,32,0.07,2021-05-28,9
LOAN002992,CUST01625,Normal Loan,350480,33,0.1,2020-11-03,10
LOAN002993,CUST03475,Special Advance,87422,12,0.06,2021-05-20,1
LOAN002994,CUST01996,Avocado Loan,212955,21,0.11,2020-12-06,7
LOAN002995,CUST04153,Special Advance,29073,8,0.06,2020-04-30,2
LOAN002996,CUST00520,Avocado Loan,553579,53,0.11,2021-10-23,9
LOAN002997,CUST03530,Additional Loan,323263,10,0.1,2022-06-06,7
LOAN002998,CUST01426,Special Advance,70393,11,0.06,2019-12-09,1
LOAN002999,CUST00873,Seasonal Advance,84652,8,0.08,2022-02-11,3
LOAN003000,CUST00958,Green Energy Loan,173278,24,0.07,2019-10-21,9
LOAN003001,CUST04254,Green Energy Loan,396634,33,0.07,2023-06-08,11
LOAN003002,CUST03589,Jipange Loan,244090,6,0.08,2020-07-26,10
LOAN003003,CUST03032,Seasonal Advance,425176,6,0.08,2021-07-16,12
LOAN003004,CUST00237,Additional Loan,28162,16,0.1,2022-12-05,2
LOAN003005,CUST04429,Avocado Loan,535772,28,0.11,2021-12-11,13
LOAN003006,CUST04721,Maziwa Loan,417681,9,0.09,2022-08-19,14
LOAN003007,CUST03227,Jipange Loan,255969,11,0.08,2019-12-17,9
LOAN003008,CUST01568,Maziwa Loan,26522,28,0.09,2019-07-20,2
LOAN003009,CUST00910,Avocado Loan,925626,27,0.11,2021-11-17,8
LOAN003010,CUST01961,Seasonal Advance,77630,9,0.08,2023-07-01,2
LOAN003011,CUST03588,Boda Boda Loan,833722,54,0.12,2019-04-27,8
LOAN003012,CUST03339,Emergency Loan,19460,7,0.09,2019-01-23,2
LOAN003013,CUST01386,Green Energy Loan,133860,14,0.07,2020-11-30,13
LOAN003014,CUST00816,Seasonal Advance,381898,8,0.08,2020-09-19,9
LOAN003015,CUST02469,Special Advance,29651,9,0.06,2024-07-13,3
LOAN003016,CUST03785,Boda Boda Loan,119066,22,0.12,2024-12-31,13
LOAN003017,CUST00810,Maziwa Loan,63882,30,0.09,2020-04-18,1
LOAN003018,CUST00322,Salary Advance,72124,5,0.05,2022-05-27,2
LOAN003019,CUST04399,Emergency Loan,48451,5,0.09,2022-10-13,2
LOAN003020,CUST00844,Boda Boda Loan,254012,54,0.12,2019-10-02,9
LOAN003021,CUST02572,Additional Loan,134779,21,0.1,2023-05-02,8
LOAN003022,CUST00411,Special Advance,70489,4,0.06,2020-11-06,1
LOAN003023,CUST03571,Boda Boda Loan,906021,17,0.12,2021-07-11,7
LOAN003024,CUST00824,Additional Loan,242775,29,0.1,2019-05-28,11
LOAN003025,CUST02501,Emergency Loan,46360,9,0.09,2023-11-24,3
LOAN003026,CUST02810,Avocado Loan,195639,50,0.11,2023-01-30,12
LOAN003027,CUST02387,Emergency Loan,24582,4,0.09,2019-04-15,1
LOAN003028,CUST01876,Salary Advance,93401,3,0.05,2023-06-05,1
LOAN003029,CUST04155,Salary Advance,41723,5,0.05,2022-07-20,2
LOAN003030,CUST04603,Additional Loan,202358,28,0.1,2021-05-24,8
LOAN003031,CUST03340,Special Advance,18055,4,0.06,2019-04-22,1
LOAN003032,CUST02528,Jipange Loan,206390,14,0.08,2019-07-21,7
LOAN003033,CUST00669,Additional Loan,91396,15,0.1,2021-09-21,2
LOAN003034,CUST03589,Boda Boda Loan,177000,28,0.12,2023-03-12,13
LOAN003035,CUST03072,Maziwa Loan,160653,24,0.09,2023-06-06,12
LOAN003036,CUST02931,Special Advance,55101,5,0.06,2023-04-08,3
LOAN003037,CUST01602,Avocado Loan,599228,33,0.11,2022-10-01,14
LOAN003038,CUST00213,Avocado Loan,133292,53,0.11,2019-12-15,7
LOAN003039,CUST02147,Jipange Loan,302996,36,0.08,2021-09-11,10
LOAN003040,CUST03343,Boda Boda Loan,603946,58,0.12,2023-04-28,13
LOAN003041,CUST01073,Boda Boda Loan,985414,56,0.12,2021-11-02,9
LOAN003042,CUST02223,Normal Loan,562522,49,0.1,2024-06-12,11
LOAN003043,CUST04997,Special Advance,36678,9,0.06,2021-11-08,1
LOAN003044,CUST04901,Maziwa Loan,327562,11,0.09,2019-01-09,9
LOAN003045,CUST01030,Normal Loan,945635,36,0.1,2022-08-22,12
LOAN003046,CUST02602,Emergency Loan,13655,4,0.09,2024-07-13,2
LOAN003047,CUST04091,Normal Loan,678133,13,0.1,2021-12-16,7
LOAN003048,CUST03379,Normal Loan,127333,47,0.1,2024-10-16,10
LOAN003049,CUST03539,Green Energy Loan,367631,6,0.07,2019-02-17,14
LOAN003050,CUST00528,Green Energy Loan,234432,29,0.07,2021-08-02,11
LOAN003051,CUST00728,Normal Loan,102420,59,0.1,2024-05-30,12
LOAN003052,CUST02121,Green Energy Loan,292319,8,0.07,2020-03-12,12
LOAN003053,CUST02115,Salary Advance,63947,4,0.05,2019-03-31,1
LOAN003054,CUST00593,Green Energy Loan,53136,16,0.07,2022-04-07,2
LOAN003055,CUST03498,Seasonal Advance,458169,14,0.08,2020-12-04,9
LOAN003056,CUST04530,Avocado Loan,564219,29,0.11,2019-04-22,11
LOAN003057,CUST00267,Seasonal Advance,105992,13,0.08,2019-04-12,9
LOAN003058,CUST03465,Special Advance,93117,12,0.06,2019-12-07,3
LOAN003059,CUST03884,Normal Loan,775911,39,0.1,2019-07-15,13
LOAN003060,CUST03668,Avocado Loan,588183,60,0.11,2023-12-30,10
LOAN003061,CUST01203,Salary Advance,68918,11,0.05,2024-05-20,3
LOAN003062,CUST03848,Normal Loan,589718,38,0.1,2023-03-21,12
LOAN003063,CUST01607,Special Advance,81844,3,0.06,2022-04-22,1
LOAN003064,CUST03540,Additional Loan,61078,22,0.1,2024-08-17,2
LOAN003065,CUST00468,Jipange Loan,257163,35,0.08,2024-07-06,13
LOAN003066,CUST02071,Special Advance,93640,12,0.06,2019-02-03,3
LOAN003067,CUST04793,Additional Loan,125184,27,0.1,2022-11-04,13
LOAN003068,CUST04423,Avocado Loan,53219,25,0.11,2023-05-22,3
LOAN003069,CUST00659,Special Advance,56994,10,0.06,2023-04-24,1
LOAN003070,CUST03980,Normal Loan,718324,46,0.1,2024-08-04,7
LOAN003071,CUST00537,Green Energy Loan,285746,20,0.07,2024-07-01,14
LOAN003072,CUST02428,Seasonal Advance,286240,10,0.08,2021-07-27,11
LOAN003073,CUST00850,Salary Advance,76815,8,0.05,2019-02-19,3
LOAN003074,CUST02174,Maziwa Loan,58419,14,0.09,2023-11-10,3
LOAN003075,CUST04538,Avocado Loan,696186,16,0.11,2019-03-07,10
LOAN003076,CUST04925,Emergency Loan,16539,11,0.09,2019-07-07,1
LOAN003077,CUST02092,Salary Advance,15302,9,0.05,2020-07-31,1
LOAN003078,CUST02709,Boda Boda Loan,930583,20,0.12,2021-01-31,7
LOAN003079,CUST01383,Avocado Loan,869866,39,0.11,2021-07-21,14
LOAN003080,CUST04295,Maziwa Loan,312942,24,0.09,2024-05-24,12
LOAN003081,CUST01677,Additional Loan,112156,18,0.1,2022-05-30,13
LOAN003082,CUST00653,Jipange Loan,128672,15,0.08,2021-02-01,11
LOAN003083,CUST04404,Emergency Loan,23944,8,0.09,2021-03-03,1
LOAN003084,CUST03161,Seasonal Advance,78594,18,0.08,2019-05-18,3
LOAN003085,CUST03760,Maziwa Loan,152422,20,0.09,2024-11-24,8
LOAN003086,CUST04570,Salary Advance,61358,10,0.05,2024-09-08,3
LOAN003087,CUST02273,Normal Loan,370609,44,0.1,2021-02-07,7
LOAN003088,CUST04456,Special Advance,86657,8,0.06,2019-06-17,1
LOAN003089,CUST02472,Normal Loan,169467,17,0.1,2019-02-08,12
LOAN003090,CUST03126,Jipange Loan,324083,8,0.08,2021-03-01,14
LOAN003091,CUST04763,Normal Loan,947765,14,0.1,2022-01-31,12
LOAN003092,CUST02383,Avocado Loan,502310,49,0.11,2024-04-14,9
LOAN003093,CUST04995,Jipange Loan,172206,31,0.08,2022-08-19,7
LOAN003094,CUST00315,Normal Loan,157247,19,0.1,2023-03-21,12
LOAN003095,CUST00488,Normal Loan,264224,34,0.1,2024-06-08,11
LOAN003096,CUST02936,Jipange Loan,389498,36,0.08,2021-08-24,10
LOAN003097,CUST02685,Boda Boda Loan,229062,49,0.12,2022-01-18,12
LOAN003098,CUST03884,Jipange Loan,306173,17,0.08,2021-08-07,8
LOAN003099,CUST00687,Additional Loan,28384,15,0.1,2024-03-25,1
LOAN003100,CUST01992,Jipange Loan,184079,21,0.08,2024-12-30,10
LOAN003101,CUST02928,Special Advance,73182,9,0.06,2020-08-18,1
LOAN003102,CUST01445,Green Energy Loan,216483,32,0.07,2019-06-12,13
LOAN003103,CUST04133,Special Advance,63901,12,0.06,2024-11-08,3
LOAN003104,CUST01965,Special Advance,94095,6,0.06,2021-08-27,3
LOAN003105,CUST03742,Jipange Loan,37231,29,0.08,2020-05-23,1
LOAN003106,CUST03020,Salary Advance,55795,3,0.05,2024-07-31,2
LOAN003107,CUST03965,Seasonal Advance,253708,22,0.08,2021-12-10,13
LOAN003108,CUST01513,Special Advance,32352,9,0.06,2020-04-13,1
LOAN003109,CUST01024,Seasonal Advance,202139,9,0.08,2022-09-28,13
LOAN003110,CUST01951,Special Advance,33704,8,0.06,2020-10-15,3
LOAN003111,CUST02319,Avocado Loan,277368,49,0.11,2021-08-10,9
LOAN003112,CUST01733,Emergency Loan,26037,11,0.09,2023-04-30,2
LOAN003113,CUST00631,Salary Advance,91615,5,0.05,2019-10-20,1
LOAN003114,CUST02622,Seasonal Advance,359178,20,0.08,2022-10-05,12
LOAN003115,CUST02329,Seasonal Advance,174471,20,0.08,2021-08-17,10
LOAN003116,CUST03084,Avocado Loan,319802,24,0.11,2024-03-29,9
LOAN003117,CUST03337,Salary Advance,30065,9,0.05,2021-08-26,3
LOAN003118,CUST04293,Boda Boda Loan,213769,31,0.12,2024-07-23,12
LOAN003119,CUST01719,Maziwa Loan,339992,19,0.09,2024-07-25,10
LOAN003120,CUST00455,Emergency Loan,36841,4,0.09,2022-09-10,3
LOAN003121,CUST03308,Boda Boda Loan,415379,34,0.12,2020-05-03,13
LOAN003122,CUST04103,Special Advance,56487,5,0.06,2019-09-16,2
LOAN003123,CUST01972,Jipange Loan,45826,12,0.08,2023-06-06,1
LOAN003124,CUST04773,Maziwa Loan,376216,25,0.09,2022-11-15,13
LOAN003125,CUST00987,Special Advance,34975,7,0.06,2019-01-04,3
LOAN003126,CUST00513,Avocado Loan,956412,43,0.11,2022-05-14,11
LOAN003127,CUST01530,Avocado Loan,780213,24,0.11,2022-03-19,10
LOAN003128,CUST00718,Jipange Loan,121627,36,0.08,2023-04-15,8
LOAN003129,CUST04572,Additional Loan,51878,17,0.1,2020-06-09,2
LOAN003130,CUST02857,Emergency Loan,14119,9,0.09,2023-06-02,3
LOAN003131,CUST03521,Normal Loan,819458,22,0.1,2019-08-25,10
LOAN003132,CUST00904,Salary Advance,45837,8,0.05,2022-01-15,3
LOAN003133,CUST01005,Avocado Loan,599651,44,0.11,2020-02-14,8
LOAN003134,CUST00041,Boda Boda Loan,290882,13,0.12,2021-08-20,9
LOAN003135,CUST03930,Special Advance,22745,12,0.06,2024-01-06,2
LOAN003136,CUST03176,Additional Loan,482968,7,0.1,2022-12-06,12
LOAN003137,CUST03332,Salary Advance,66834,6,0.05,2021-09-16,2
LOAN003138,CUST04354,Salary Advance,30581,8,0.05,2022-05-10,3
LOAN003139,CUST00990,Boda Boda Loan,201094,28,0.12,2022-11-16,14
LOAN003140,CUST04126,Additional Loan,420440,7,0.1,2023-06-05,8
LOAN003141,CUST01106,Avocado Loan,145987,54,0.11,2019-04-24,10
LOAN003142,CUST00355,Avocado Loan,130853,14,0.11,2021-03-19,11
LOAN003143,CUST01338,Seasonal Advance,287303,12,0.08,2020-02-15,7
LOAN003144,CUST01859,Additional Loan,126006,28,0.1,2023-05-08,12
LOAN003145,CUST00535,Green Energy Loan,401735,25,0.07,2021-11-26,11
LOAN003146,CUST03067,Seasonal Advance,282210,24,0.08,2023-08-25,8
LOAN003147,CUST00253,Additional Loan,454621,26,0.1,2024-02-01,13
LOAN003148,CUST01968,Seasonal Advance,163241,15,0.08,2021-08-13,13
LOAN003149,CUST04912,Avocado Loan,250912,13,0.11,2024-07-03,9
LOAN003150,CUST03635,Jipange Loan,494752,23,0.08,2024-03-03,14
LOAN003151,CUST02800,Jipange Loan,248373,22,0.08,2023-10-29,12
LOAN003152,CUST04989,Seasonal Advance,496129,23,0.08,2022-04-02,12
LOAN003153,CUST04763,Seasonal Advance,266136,8,0.08,2020-11-14,10
LOAN003154,CUST04576,Maziwa Loan,309909,21,0.09,2021-02-02,14
LOAN003155,CUST02658,Green Energy Loan,461738,15,0.07,2020-12-25,7
LOAN003156,CUST03242,Green Energy Loan,301368,8,0.07,2022-07-09,7
LOAN003157,CUST04876,Jipange Loan,309133,36,0.08,2021-10-28,13
LOAN003158,CUST01490,Jipange Loan,386497,14,0.08,2024-03-16,10
LOAN003159,CUST04946,Emergency Loan,16786,6,0.09,2022-01-30,2
LOAN003160,CUST04668,Normal Loan,268330,24,0.1,2021-07-27,7
LOAN003161,CUST00772,Jipange Loan,139086,23,0.08,2021-04-30,10
LOAN003162,CUST03495,Additional Loan,413730,11,0.1,2019-02-16,13
LOAN003163,CUST01899,Salary Advance,13661,7,0.05,2021-04-11,2
LOAN003164,CUST04340,Normal Loan,683450,56,0.1,2022-12-23,10
LOAN003165,CUST02463,Normal Loan,580467,20,0.1,2023-09-05,7
LOAN003166,CUST02719,Seasonal Advance,395195,13,0.08,2021-02-17,14
LOAN003167,CUST02602,Jipange Loan,464158,24,0.08,2021-04-11,11
LOAN003168,CUST03092,Additional Loan,296016,14,0.1,2023-05-21,7
LOAN003169,CUST01136,Avocado Loan,79315,40,0.11,2024-12-11,1
LOAN003170,CUST00724,Additional Loan,320656,33,0.1,2021-10-02,13
LOAN003171,CUST02656,Maziwa Loan,80044,13,0.09,2020-05-05,3
LOAN003172,CUST03604,Additional Loan,466366,12,0.1,2024-11-03,11
LOAN003173,CUST01040,Avocado Loan,209484,41,0.11,2023-08-18,8
LOAN003174,CUST02555,Additional Loan,420823,16,0.1,2021-06-16,14
LOAN003175,CUST03129,Additional Loan,57635,16,0.1,2024-02-13,2
LOAN003176,CUST03347,Salary Advance,41820,10,0.05,2019-06-21,2
LOAN003177,CUST03085,Emergency Loan,15524,8,0.09,2021-01-31,3
LOAN003178,CUST03604,Jipange Loan,42201,15,0.08,2024-03-13,2
LOAN003179,CUST02411,Jipange Loan,183338,21,0.08,2023-11-13,8
LOAN003180,CUST03404,Seasonal Advance,143572,14,0.08,2023-11-17,10
LOAN003181,CUST03505,Boda Boda Loan,66483,53,0.12,2021-06-27,2
LOAN003182,CUST01263,Additional Loan,298640,17,0.1,2020-08-09,12
LOAN003183,CUST02595,Salary Advance,21159,7,0.05,2019-09-13,3
LOAN003184,CUST04428,Green Energy Loan,495856,22,0.07,2023-08-06,12
LOAN003185,CUST01016,Green Energy Loan,117333,16,0.07,2020-02-11,7
LOAN003186,CUST04933,Avocado Loan,194768,53,0.11,2024-09-25,9
LOAN003187,CUST01462,Special Advance,55170,11,0.06,2023-09-28,2
LOAN003188,CUST03386,Salary Advance,61329,4,0.05,2024-06-19,1
LOAN003189,CUST02146,Emergency Loan,14590,4,0.09,2022-04-20,3
LOAN003190,CUST04535,Jipange Loan,463823,19,0.08,2024-07-14,11
LOAN003191,CUST02479,Jipange Loan,186952,34,0.08,2022-08-04,10
LOAN003192,CUST03036,Boda Boda Loan,251989,17,0.12,2023-05-18,12
LOAN003193,CUST00445,Additional Loan,27328,27,0.1,2020-08-01,2
LOAN003194,CUST01744,Normal Loan,976610,45,0.1,2023-06-29,14
LOAN003195,CUST00034,Salary Advance,10774,11,0.05,2022-04-04,2
LOAN003196,CUST00062,Special Advance,42648,12,0.06,2020-06-29,1
LOAN003197,CUST01103,Emergency Loan,40765,7,0.09,2021-03-21,3
LOAN003198,CUST03026,Special Advance,71486,8,0.06,2022-11-03,1
LOAN003199,CUST03589,Maziwa Loan,23388,9,0.09,2022-11-13,1
LOAN003200,CUST00353,Salary Advance,86357,10,0.05,2019-12-14,1
LOAN003201,CUST01082,Normal Loan,984732,53,0.1,2020-05-11,14
LOAN003202,CUST02171,Additional Loan,106766,12,0.1,2020-06-26,8
LOAN003203,CUST01629,Maziwa Loan,233207,27,0.09,2019-10-25,11
LOAN003204,CUST04099,Boda Boda Loan,100521,41,0.12,2019-05-06,7
LOAN003205,CUST00815,Seasonal Advance,118354,8,0.08,2023-09-22,11
LOAN003206,CUST03872,Green Energy Loan,35410,28,0.07,2022-10-31,3
LOAN003207,CUST03961,Green Energy Loan,342924,13,0.07,2023-02-12,11
LOAN003208,CUST03120,Seasonal Advance,463697,24,0.08,2021-01-18,7
LOAN003209,CUST01947,Seasonal Advance,102443,20,0.08,2020-05-20,12
LOAN003210,CUST00253,Boda Boda Loan,701662,21,0.12,2024-10-09,11
LOAN003211,CUST03620,Green Energy Loan,128434,26,0.07,2019-09-22,11
LOAN003212,CUST04406,Emergency Loan,13334,10,0.09,2021-07-01,2
LOAN003213,CUST00532,Jipange Loan,484462,21,0.08,2023-10-01,11
LOAN003214,CUST01667,Additional Loan,222585,24,0.1,2022-12-16,7
LOAN003215,CUST00197,Special Advance,71193,10,0.06,2020-12-08,3
LOAN003216,CUST00936,Special Advance,49978,7,0.06,2023-09-05,3
LOAN003217,CUST03323,Salary Advance,66809,8,0.05,2019-09-10,1
LOAN003218,CUST03900,Special Advance,19190,6,0.06,2019-10-20,3
LOAN003219,CUST01990,Maziwa Loan,77512,35,0.09,2024-08-25,1
LOAN003220,CUST00463,Maziwa Loan,462404,10,0.09,2024-04-10,10
LOAN003221,CUST01403,Jipange Loan,466759,24,0.08,2021-07-11,13
LOAN003222,CUST01734,Normal Loan,961132,27,0.1,2021-09-07,14
LOAN003223,CUST00023,Maziwa Loan,30634,26,0.09,2020-10-10,1
LOAN003224,CUST02748,Maziwa Loan,89914,36,0.09,2021-09-25,3
LOAN003225,CUST01822,Salary Advance,14302,9,0.05,2023-11-02,1
LOAN003226,CUST03239,Emergency Loan,16735,5,0.09,2019-05-16,2
LOAN003227,CUST03240,Seasonal Advance,228217,15,0.08,2022-04-01,14
LOAN003228,CUST01584,Normal Loan,746263,46,0.1,2023-02-26,8
LOAN003229,CUST01237,Special Advance,59157,9,0.06,2019-01-12,1
LOAN003230,CUST00813,Normal Loan,576438,12,0.1,2023-09-10,13
LOAN003231,CUST04133,Maziwa Loan,106442,16,0.09,2023-09-09,12
LOAN003232,CUST00406,Avocado Loan,897960,23,0.11,2021-05-04,9
LOAN003233,CUST03124,Additional Loan,62434,26,0.1,2022-12-28,3
LOAN003234,CUST01038,Special Advance,29988,10,0.06,2019-06-27,2
LOAN003235,CUST00530,Normal Loan,425936,45,0.1,2020-07-07,12
LOAN003236,CUST01202,Jipange Loan,392029,36,0.08,2019-08-30,13
LOAN003237,CUST04879,Additional Loan,104111,9,0.1,2023-05-16,11
LOAN003238,CUST04482,Green Energy Loan,126332,27,0.07,2023-01-05,8
LOAN003239,CUST00119,Boda Boda Loan,387876,47,0.12,2024-04-30,11
LOAN003240,CUST01899,Green Energy Loan,480052,23,0.07,2021-12-06,11
LOAN003241,CUST03924,Maziwa Loan,74069,23,0.09,2024-04-03,2
LOAN003242,CUST03653,Emergency Loan,33027,3,0.09,2024-11-11,1
LOAN003243,CUST02080,Salary Advance,96946,9,0.05,2019-02-26,1
LOAN003244,CUST04034,Normal Loan,105301,25,0.1,2019-08-26,7
LOAN003245,CUST04844,Jipange Loan,20732,19,0.08,2024-08-29,1
LOAN003246,CUST02294,Additional Loan,226881,14,0.1,2022-05-12,13
LOAN003247,CUST02821,Seasonal Advance,409261,21,0.08,2024-07-10,11
LOAN003248,CUST04949,Avocado Loan,203679,29,0.11,2021-02-06,11
LOAN003249,CUST04912,Special Advance,21575,11,0.06,2024-09-18,1
LOAN003250,CUST04392,Seasonal Advance,334720,10,0.08,2020-12-14,11
LOAN003251,CUST02116,Salary Advance,26469,3,0.05,2024-03-28,3
LOAN003252,CUST00864,Normal Loan,848110,17,0.1,2020-10-05,13
LOAN003253,CUST04068,Green Energy Loan,127767,32,0.07,2023-06-13,13
LOAN003254,CUST00056,Boda Boda Loan,294964,38,0.12,2021-01-19,12
LOAN003255,CUST03972,Additional Loan,98238,33,0.1,2022-10-29,2
LOAN003256,CUST02685,Special Advance,85693,12,0.06,2023-03-11,3
LOAN003257,CUST01441,Emergency Loan,10774,4,0.09,2019-04-26,2
LOAN003258,CUST01810,Special Advance,82878,10,0.06,2022-02-25,3
LOAN003259,CUST04224,Seasonal Advance,76808,10,0.08,2022-09-11,1
LOAN003260,CUST00061,Seasonal Advance,465113,17,0.08,2022-05-07,13
LOAN003261,CUST03408,Avocado Loan,294966,43,0.11,2020-09-18,13
LOAN003262,CUST00388,Boda Boda Loan,866460,29,0.12,2024-02-09,8
LOAN003263,CUST04767,Maziwa Loan,51143,30,0.09,2020-06-06,3
LOAN003264,CUST04896,Normal Loan,598263,51,0.1,2024-05-25,10
LOAN003265,CUST00664,Boda Boda Loan,453829,56,0.12,2023-11-07,7
LOAN003266,CUST01628,Normal Loan,632599,60,0.1,2020-03-18,13
LOAN003267,CUST01227,Seasonal Advance,109125,21,0.08,2024-03-26,13
LOAN003268,CUST02248,Additional Loan,235111,33,0.1,2024-06-29,13
LOAN003269,CUST02753,Boda Boda Loan,568989,38,0.12,2021-04-21,9
LOAN003270,CUST01910,Normal Loan,505290,39,0.1,2021-03-23,12
LOAN003271,CUST02946,Additional Loan,369584,33,0.1,2023-09-06,8
